customer_id,Full_name,email,Age,Gender,Marital_Status,Family_Size,Dependent count,Occupation,Occupation type,Monthly_Income,KYC status,City,Kids_in_Household,App_Installed,Existing Customer,Credit score,Social_Media_Active
CUST1121,Meera Patel,meera.patel1121@example.com,40,Male,Married,2,0,Homemaker,Part-time,237528,Y,Hyderabad,1,Y,N,510,Y
CUST1122,Suresh Banerjee,suresh.banerjee1122@example.com,33,Female,Single,2,4,Homemaker,Full-time,109432,Y,Bengaluru,0,Y,N,556,Y
CUST1123,Suresh Nair,suresh.nair1123@example.com,51,Male,Married,0,0,Homemaker,Full-time,191393,N,Ahmedabad,2,N,N,678,Y
CUST1124,Neha Mehta,neha.mehta1124@example.com,55,Female,Married,1,4,IT Professional,Full-time,155919,Y,Chandigarh,3,Y,Y,656,N
CUST1125,Anjali Sinha,anjali.sinha1125@example.com,59,Male,Single,0,2,Teacher,Part-time,224108,Y,Kolkata,0,N,N,632,Y
CUST1126,Nikhil Banerjee,nikhil.banerjee1126@example.com,36,Female,Single,3,2,Architect,Part-time,65092,Y,Chennai,0,Y,Y,616,N
CUST1127,Rahul Iyer,rahul.iyer1127@example.com,57,Female,Single,3,0,Teacher,Part-time,213849,N,Delhi,0,N,N,556,Y
CUST1128,Amit Nair,amit.nair1128@example.com,53,Female,Single,3,3,Advocate,Part-time,83120,N,Ahmedabad,0,N,Y,540,N
CUST1129,Sneha Mehta,sneha.mehta1129@example.com,49,Female,Married,2,2,Civil Servant,Part-time,186387,Y,Mumbai,2,Y,N,609,N
CUST1130,Kavya Das,kavya.das1130@example.com,21,Male,Married,0,1,Civil Servant,Part-time,45867,N,Ahmedabad,0,N,N,478,N
CUST1131,Anjali Mehta,anjali.mehta1131@example.com,19,Female,Single,2,1,Advocate,Full-time,46447,N,Jaipur,0,Y,Y,614,N
CUST1132,Rahul Gupta,rahul.gupta1132@example.com,43,Female,Married,3,0,IT Professional,Full-time,218961,Y,Chennai,2,N,N,608,N
CUST1133,Nikhil Joshi,nikhil.joshi1133@example.com,30,Male,Single,3,2,Architect,Part-time,126173,N,Lucknow,0,Y,N,662,Y
CUST1134,Riya Joshi,riya.joshi1134@example.com,54,Male,Married,3,0,Architect,Part-time,160448,Y,Patna,2,N,Y,638,Y
CUST1135,Nikhil Nair,nikhil.nair1135@example.com,24,Female,Single,0,1,Teacher,Full-time,47317,N,Mumbai,0,N,Y,544,Y
CUST1136,Karan Das,karan.das1136@example.com,39,Male,Single,3,3,Pharmacist,Full-time,167897,N,Patna,0,Y,N,539,N
CUST1137,Pooja Das,pooja.das1137@example.com,34,Female,Married,3,1,IT Professional,Full-time,49137,Y,Kolkata,2,N,N,700,Y
CUST1138,Karan Patel,karan.patel1138@example.com,51,Female,Married,1,3,Advocate,Full-time,160684,Y,Mumbai,3,N,N,456,Y
CUST1139,Karan Das,karan.das1139@example.com,25,Male,Married,2,0,Advocate,Part-time,28020,N,Chennai,1,N,Y,645,N
CUST1140,Sneha Gupta,sneha.gupta1140@example.com,40,Male,Married,2,4,Doctor,Part-time,218567,Y,Chandigarh,3,N,Y,654,Y
CUST1141,Sneha Verma,sneha.verma1141@example.com,49,Female,Married,2,0,Engineer,Full-time,235363,Y,Delhi,2,N,Y,464,Y
CUST1142,Rahul Kulkarni,rahul.kulkarni1142@example.com,23,Male,Married,3,1,Engineer,Full-time,63432,N,Jaipur,1,Y,Y,612,N
CUST1143,Rohit Kapoor,rohit.kapoor1143@example.com,44,Female,Single,3,4,Homemaker,Full-time,156034,N,Bhopal,0,N,N,602,N
CUST1144,Anjali Banerjee,anjali.banerjee1144@example.com,19,Male,Single,1,1,Doctor,Full-time,31546,N,Patna,0,Y,N,549,N
CUST1145,Neha Sharma,neha.sharma1145@example.com,36,Female,Single,1,2,Advocate,Full-time,146143,Y,Chandigarh,0,Y,N,688,N
CUST1146,Sneha Banerjee,sneha.banerjee1146@example.com,46,Male,Married,1,1,Doctor,Part-time,182364,Y,Pune,2,N,Y,654,Y
CUST1147,Neha Gupta,neha.gupta1147@example.com,41,Male,Married,3,4,Teacher,Part-time,229465,N,Lucknow,1,N,Y,494,Y
CUST1148,Karan Banerjee,karan.banerjee1148@example.com,54,Male,Single,1,1,Homemaker,Full-time,153145,N,Hyderabad,0,N,Y,563,N
CUST1149,Anjali Iyer,anjali.iyer1149@example.com,39,Female,Single,2,0,Banker,Full-time,206132,N,Delhi,0,Y,Y,689,Y
CUST1150,Rahul Kapoor,rahul.kapoor1150@example.com,59,Male,Single,2,3,Civil Servant,Part-time,48029,Y,Patna,0,N,N,622,Y
CUST1151,Rohit Iyer,rohit.iyer1151@example.com,29,Female,Married,0,4,Banker,Part-time,117202,N,Kolkata,3,Y,Y,620,Y
CUST1152,Vikram Das,vikram.das1152@example.com,37,Female,Married,1,1,Engineer,Part-time,115714,Y,Delhi,0,Y,N,573,Y
CUST1153,Anjali Malhotra,anjali.malhotra1153@example.com,36,Male,Single,0,4,Teacher,Full-time,249950,N,Kochi,0,N,Y,595,Y
CUST1154,Vikram Iyer,vikram.iyer1154@example.com,52,Female,Single,3,3,Pharmacist,Part-time,53182,Y,Kochi,0,N,Y,526,N
CUST1155,Sneha Nair,sneha.nair1155@example.com,45,Female,Single,0,1,Homemaker,Part-time,161891,N,Jaipur,0,Y,Y,461,Y
CUST1156,Riya Sinha,riya.sinha1156@example.com,26,Female,Single,1,4,Banker,Part-time,102468,Y,Ahmedabad,0,N,Y,480,Y
CUST1157,Nikhil Patel,nikhil.patel1157@example.com,37,Male,Single,0,0,Civil Servant,Part-time,196092,Y,Bhopal,0,N,Y,451,Y
CUST1158,Arjun Gupta,arjun.gupta1158@example.com,18,Female,Single,1,2,Pharmacist,Part-time,46474,Y,Hyderabad,0,N,N,629,Y
CUST1159,Arjun Reddy,arjun.reddy1159@example.com,31,Male,Married,0,3,Civil Servant,Full-time,106135,Y,Jaipur,0,Y,Y,569,N
CUST1160,Pooja Joshi,pooja.joshi1160@example.com,38,Female,Married,2,0,Advocate,Full-time,243837,Y,Kochi,0,Y,Y,675,N
CUST1161,Riya Sharma,riya.sharma1161@example.com,43,Male,Single,2,3,Architect,Part-time,117785,Y,Pune,0,Y,Y,675,Y
CUST1162,Anjali Sharma,anjali.sharma1162@example.com,50,Female,Married,2,1,Teacher,Part-time,131177,N,Kolkata,0,N,N,506,N
CUST1163,Kavya Joshi,kavya.joshi1163@example.com,41,Female,Single,0,3,Engineer,Part-time,61075,N,Pune,0,N,N,602,Y
CUST1164,Neha Nair,neha.nair1164@example.com,40,Female,Married,1,0,Engineer,Full-time,108473,Y,Kochi,2,N,N,524,N
CUST1165,Nikhil Banerjee,nikhil.banerjee1165@example.com,59,Male,Single,2,2,Homemaker,Part-time,174992,Y,Jaipur,0,N,N,684,Y
CUST1166,Kavya Sharma,kavya.sharma1166@example.com,23,Male,Married,2,2,Homemaker,Part-time,46690,Y,Patna,3,Y,Y,600,Y
CUST1167,Amit Kulkarni,amit.kulkarni1167@example.com,29,Male,Married,1,0,Teacher,Part-time,140970,Y,Hyderabad,2,Y,N,583,N
CUST1168,Meera Sinha,meera.sinha1168@example.com,18,Male,Single,0,1,Pharmacist,Full-time,62912,N,Kolkata,0,N,Y,643,Y
CUST1169,Priya Malhotra,priya.malhotra1169@example.com,46,Male,Single,2,0,Advocate,Part-time,160914,Y,Pune,0,Y,Y,454,N
CUST1170,Anjali Reddy,anjali.reddy1170@example.com,35,Male,Single,3,2,Homemaker,Full-time,45798,N,Pune,0,N,N,624,N
CUST1171,Suresh Kulkarni,suresh.kulkarni1171@example.com,58,Female,Single,1,3,Pharmacist,Full-time,165170,Y,Jaipur,0,N,Y,642,Y
CUST1172,Pooja Verma,pooja.verma1172@example.com,21,Male,Single,1,3,Homemaker,Part-time,43898,N,Hyderabad,0,Y,N,592,Y
CUST1173,Vikram Banerjee,vikram.banerjee1173@example.com,41,Male,Single,0,1,Architect,Full-time,80974,N,Chandigarh,0,Y,Y,652,N
CUST1174,Rahul Reddy,rahul.reddy1174@example.com,49,Female,Married,0,0,Pharmacist,Full-time,100142,N,Delhi,2,Y,Y,581,Y
CUST1175,Kavya Mehta,kavya.mehta1175@example.com,49,Female,Single,3,0,Doctor,Full-time,238296,N,Hyderabad,0,N,Y,457,Y
CUST1176,Suresh Kulkarni,suresh.kulkarni1176@example.com,45,Male,Single,2,1,Doctor,Part-time,197391,Y,Lucknow,0,Y,Y,689,Y
CUST1177,Arjun Gupta,arjun.gupta1177@example.com,21,Male,Single,1,3,Doctor,Full-time,68370,N,Kolkata,0,N,Y,631,Y
CUST1178,Pooja Kulkarni,pooja.kulkarni1178@example.com,47,Male,Single,2,0,Homemaker,Part-time,240551,Y,Bengaluru,0,N,Y,681,Y
CUST1179,Anjali Kapoor,anjali.kapoor1179@example.com,40,Female,Single,2,4,Civil Servant,Full-time,72911,N,Ahmedabad,0,N,Y,481,N
CUST1180,Karan Joshi,karan.joshi1180@example.com,21,Female,Single,1,2,Homemaker,Full-time,50931,N,Hyderabad,0,Y,Y,453,Y
CUST1181,Rahul Das,rahul.das1181@example.com,31,Male,Married,1,2,IT Professional,Part-time,136396,N,Indore,0,N,N,539,Y
CUST1182,Riya Joshi,riya.joshi1182@example.com,48,Male,Single,3,1,Teacher,Part-time,230724,N,Kochi,0,Y,N,580,Y
CUST1183,Arjun Iyer,arjun.iyer1183@example.com,48,Female,Single,3,4,Engineer,Part-time,200601,Y,Indore,0,Y,N,532,Y
CUST1184,Vikram Verma,vikram.verma1184@example.com,55,Female,Married,1,4,Pharmacist,Part-time,120009,N,Chennai,0,N,N,658,N
CUST1185,Neha Mehta,neha.mehta1185@example.com,48,Female,Single,3,1,Advocate,Part-time,155773,N,Chennai,0,Y,N,550,N
CUST1186,Riya Kulkarni,riya.kulkarni1186@example.com,42,Male,Single,2,4,Pharmacist,Full-time,119160,N,Hyderabad,0,N,Y,696,Y
CUST1187,Rohit Sinha,rohit.sinha1187@example.com,37,Female,Single,2,2,Advocate,Part-time,144518,Y,Chandigarh,0,Y,Y,465,Y
CUST1188,Anjali Sharma,anjali.sharma1188@example.com,57,Female,Single,2,1,Teacher,Part-time,238569,N,Hyderabad,0,N,Y,652,Y
CUST1189,Sneha Patel,sneha.patel1189@example.com,18,Male,Single,2,4,Architect,Full-time,67970,N,Chandigarh,0,Y,N,632,N
CUST1190,Neha Das,neha.das1190@example.com,42,Female,Married,1,0,Engineer,Part-time,81568,Y,Kochi,0,N,Y,669,N
CUST1191,Priya Verma,priya.verma1191@example.com,40,Female,Single,0,0,Architect,Part-time,72446,Y,Hyderabad,0,N,N,655,Y
CUST1192,Rahul Iyer,rahul.iyer1192@example.com,24,Female,Single,2,3,Architect,Part-time,50481,Y,Mumbai,0,Y,N,575,Y
CUST1193,Riya Reddy,riya.reddy1193@example.com,38,Male,Single,2,2,Teacher,Part-time,27179,N,Pune,0,N,N,467,N
CUST1194,Sneha Kulkarni,sneha.kulkarni1194@example.com,47,Male,Married,3,1,Homemaker,Full-time,195271,N,Kochi,2,N,N,455,Y
CUST1195,Neha Verma,neha.verma1195@example.com,33,Male,Single,1,1,Teacher,Part-time,75945,Y,Kochi,0,Y,N,591,N
CUST1196,Meera Sharma,meera.sharma1196@example.com,45,Male,Married,3,2,Teacher,Part-time,70119,Y,Indore,0,N,Y,517,Y
CUST1197,Riya Banerjee,riya.banerjee1197@example.com,60,Male,Married,2,1,Pharmacist,Full-time,222413,N,Bengaluru,2,N,N,459,Y
CUST1198,Arjun Nair,arjun.nair1198@example.com,39,Male,Single,2,0,Doctor,Full-time,126790,Y,Hyderabad,0,Y,Y,583,N
CUST1199,Kavya Sharma,kavya.sharma1199@example.com,19,Male,Single,2,0,Banker,Full-time,26988,Y,Hyderabad,0,N,N,465,N
CUST1200,Anjali Kapoor,anjali.kapoor1200@example.com,24,Male,Married,1,2,Banker,Part-time,28560,Y,Indore,3,N,N,492,N
CUST1201,Priya Das,priya.das1201@example.com,22,Female,Single,2,4,Pharmacist,Full-time,43583,N,Lucknow,0,Y,Y,542,Y
CUST1202,Kavya Mehta,kavya.mehta1202@example.com,43,Male,Single,2,1,Banker,Part-time,203262,N,Bhopal,0,Y,Y,627,Y
CUST1203,Vikram Iyer,vikram.iyer1203@example.com,59,Male,Married,2,2,Civil Servant,Part-time,46442,Y,Pune,1,Y,N,510,Y
CUST1204,Meera Nair,meera.nair1204@example.com,42,Female,Single,2,0,Advocate,Part-time,61551,Y,Kochi,0,N,Y,604,Y
CUST1205,Vikram Nair,vikram.nair1205@example.com,21,Male,Single,2,4,Pharmacist,Part-time,41130,Y,Patna,0,N,Y,460,N
CUST1206,Suresh Sharma,suresh.sharma1206@example.com,19,Male,Single,2,0,Pharmacist,Full-time,27490,N,Mumbai,0,N,Y,581,N
CUST1207,Suresh Sharma,suresh.sharma1207@example.com,35,Male,Single,2,3,Pharmacist,Full-time,43536,Y,Bhopal,0,Y,N,512,N
CUST1208,Kavya Malhotra,kavya.malhotra1208@example.com,33,Female,Married,3,2,Engineer,Part-time,141833,N,Mumbai,3,N,Y,487,N
CUST1209,Neha Iyer,neha.iyer1209@example.com,47,Male,Single,1,2,Doctor,Part-time,198035,N,Mumbai,0,Y,Y,503,N
CUST1210,Amit Mehta,amit.mehta1210@example.com,24,Male,Married,2,2,IT Professional,Full-time,40864,Y,Kolkata,2,Y,N,532,N
CUST1211,Nikhil Reddy,nikhil.reddy1211@example.com,55,Male,Married,3,2,Engineer,Full-time,165801,Y,Hyderabad,1,Y,N,462,N
CUST1212,Meera Kulkarni,meera.kulkarni1212@example.com,36,Female,Single,0,1,Banker,Full-time,217462,N,Hyderabad,0,N,N,610,N
CUST1213,Rohit Iyer,rohit.iyer1213@example.com,46,Female,Married,3,0,Homemaker,Full-time,89716,N,Hyderabad,1,N,N,668,N
CUST1214,Neha Gupta,neha.gupta1214@example.com,41,Male,Married,2,3,Architect,Part-time,121169,N,Pune,2,Y,Y,540,N
CUST1215,Rahul Reddy,rahul.reddy1215@example.com,57,Male,Married,0,0,Architect,Part-time,180687,Y,Pune,0,N,N,460,Y
CUST1216,Rohit Gupta,rohit.gupta1216@example.com,60,Female,Married,2,4,Civil Servant,Part-time,140197,Y,Chennai,2,Y,N,462,Y
CUST1217,Rahul Nair,rahul.nair1217@example.com,46,Male,Married,0,3,Pharmacist,Full-time,248394,Y,Ahmedabad,0,N,N,611,Y
CUST1218,Neha Malhotra,neha.malhotra1218@example.com,24,Female,Married,3,3,Pharmacist,Full-time,48844,N,Pune,1,N,Y,485,N
CUST1219,Vikram Banerjee,vikram.banerjee1219@example.com,22,Female,Single,2,1,Teacher,Full-time,28504,N,Bhopal,0,Y,N,650,N
CUST1220,Vikram Joshi,vikram.joshi1220@example.com,36,Male,Married,1,0,Banker,Full-time,181119,N,Delhi,0,N,N,684,N
CUST1221,Rahul Gupta,rahul.gupta1221@example.com,45,Female,Single,1,3,Advocate,Part-time,162082,Y,Chandigarh,0,Y,Y,551,N
CUST1222,Amit Sharma,amit.sharma1222@example.com,24,Female,Single,0,4,Architect,Full-time,33117,Y,Bhopal,0,N,Y,604,Y
CUST1223,Nikhil Nair,nikhil.nair1223@example.com,45,Female,Single,2,1,Civil Servant,Part-time,242798,N,Jaipur,0,Y,Y,558,Y
CUST1224,Priya Iyer,priya.iyer1224@example.com,45,Female,Married,2,1,Homemaker,Full-time,156073,N,Delhi,1,Y,N,663,N
CUST1225,Rohit Banerjee,rohit.banerjee1225@example.com,20,Male,Single,1,0,Doctor,Full-time,68562,Y,Kochi,0,N,Y,574,N
CUST1226,Neha Malhotra,neha.malhotra1226@example.com,36,Male,Single,3,3,Advocate,Full-time,188580,N,Lucknow,0,Y,Y,466,N
CUST1227,Anjali Iyer,anjali.iyer1227@example.com,45,Male,Single,3,1,Civil Servant,Full-time,193375,N,Hyderabad,0,N,Y,503,Y
CUST1228,Nikhil Mehta,nikhil.mehta1228@example.com,51,Female,Single,2,1,Engineer,Part-time,92311,N,Bhopal,0,N,N,692,Y
CUST1229,Nikhil Reddy,nikhil.reddy1229@example.com,21,Male,Married,1,1,Architect,Part-time,28126,Y,Jaipur,3,Y,N,509,Y
CUST1230,Amit Das,amit.das1230@example.com,35,Male,Married,1,2,Doctor,Full-time,45347,N,Indore,3,Y,Y,692,Y
CUST1231,Sneha Patel,sneha.patel1231@example.com,18,Female,Single,3,1,Pharmacist,Full-time,67123,N,Lucknow,0,N,Y,632,N
CUST1232,Meera Verma,meera.verma1232@example.com,37,Male,Married,1,2,Advocate,Full-time,53120,N,Pune,3,Y,Y,478,Y
CUST1233,Karan Gupta,karan.gupta1233@example.com,22,Male,Married,2,1,Homemaker,Full-time,31203,Y,Hyderabad,1,Y,N,481,Y
CUST1234,Priya Joshi,priya.joshi1234@example.com,36,Male,Single,2,3,Banker,Part-time,73949,Y,Mumbai,0,N,N,700,Y
CUST1235,Rahul Patel,rahul.patel1235@example.com,43,Female,Married,3,0,Civil Servant,Full-time,204907,N,Bengaluru,2,Y,Y,517,N
CUST1236,Rohit Sinha,rohit.sinha1236@example.com,41,Male,Married,1,2,Doctor,Part-time,32415,Y,Kolkata,2,N,Y,648,N
CUST1237,Rohit Das,rohit.das1237@example.com,53,Female,Single,2,2,Civil Servant,Full-time,150609,N,Ahmedabad,0,N,Y,476,N
CUST1238,Suresh Joshi,suresh.joshi1238@example.com,33,Male,Single,3,1,Pharmacist,Full-time,139022,Y,Indore,0,N,N,550,Y
CUST1239,Meera Iyer,meera.iyer1239@example.com,18,Male,Single,3,0,IT Professional,Part-time,56407,N,Kolkata,0,Y,Y,566,N
CUST1240,Meera Patel,meera.patel1240@example.com,24,Male,Single,3,1,Engineer,Full-time,35738,N,Patna,0,Y,N,637,N
CUST1241,Amit Patel,amit.patel1241@example.com,36,Male,Married,1,3,Doctor,Part-time,161202,N,Patna,2,Y,N,631,N
CUST1242,Sneha Reddy,sneha.reddy1242@example.com,19,Male,Single,3,3,Architect,Full-time,36641,Y,Kochi,0,Y,Y,565,Y
CUST1243,Meera Joshi,meera.joshi1243@example.com,40,Male,Married,3,4,Banker,Part-time,34894,Y,Patna,0,N,N,473,N
CUST1244,Priya Gupta,priya.gupta1244@example.com,23,Male,Married,2,3,Engineer,Part-time,65935,N,Delhi,1,N,N,521,N
CUST1245,Arjun Banerjee,arjun.banerjee1245@example.com,51,Female,Single,1,0,Advocate,Full-time,151580,Y,Chandigarh,0,N,Y,591,N
CUST1246,Meera Mehta,meera.mehta1246@example.com,42,Male,Married,0,0,IT Professional,Part-time,116412,N,Indore,0,Y,N,526,Y
CUST1247,Neha Das,neha.das1247@example.com,43,Female,Single,1,3,Advocate,Part-time,36662,Y,Indore,0,Y,N,493,Y
CUST1248,Kavya Patel,kavya.patel1248@example.com,26,Female,Single,2,3,Civil Servant,Full-time,43636,Y,Hyderabad,0,Y,N,508,N
CUST1249,Anjali Kapoor,anjali.kapoor1249@example.com,45,Female,Single,0,2,Civil Servant,Full-time,100116,Y,Lucknow,0,Y,Y,605,Y
CUST1250,Amit Verma,amit.verma1250@example.com,27,Female,Married,2,1,Architect,Part-time,91886,Y,Lucknow,2,Y,N,617,N
CUST1251,Rohit Sinha,rohit.sinha1251@example.com,19,Female,Single,1,4,Homemaker,Part-time,56205,N,Chandigarh,0,N,Y,577,N
CUST1252,Anjali Malhotra,anjali.malhotra1252@example.com,29,Female,Single,2,1,Architect,Part-time,91119,Y,Hyderabad,0,N,N,647,N
CUST1253,Kavya Patel,kavya.patel1253@example.com,18,Female,Single,2,0,Civil Servant,Full-time,29327,Y,Chandigarh,0,N,Y,460,N
CUST1254,Arjun Sinha,arjun.sinha1254@example.com,52,Female,Married,3,4,Teacher,Full-time,205408,Y,Chennai,1,Y,Y,561,N
CUST1255,Neha Iyer,neha.iyer1255@example.com,59,Male,Married,1,1,Doctor,Full-time,174744,N,Chandigarh,0,N,N,551,N
CUST1256,Suresh Sinha,suresh.sinha1256@example.com,21,Female,Single,2,4,IT Professional,Part-time,30093,N,Delhi,0,N,N,649,N
CUST1257,Riya Reddy,riya.reddy1257@example.com,42,Female,Married,2,2,IT Professional,Full-time,171801,N,Indore,2,Y,N,627,N
CUST1258,Rahul Patel,rahul.patel1258@example.com,59,Female,Married,2,1,Homemaker,Full-time,129224,Y,Ahmedabad,0,N,Y,559,Y
CUST1259,Anjali Kapoor,anjali.kapoor1259@example.com,25,Female,Married,3,3,Engineer,Full-time,93769,N,Patna,2,N,N,604,Y
CUST1260,Rohit Sinha,rohit.sinha1260@example.com,21,Male,Single,1,4,Doctor,Full-time,63536,Y,Kolkata,0,N,N,648,N
CUST1261,Rahul Patel,rahul.patel1261@example.com,20,Female,Single,0,2,Teacher,Part-time,49749,Y,Kolkata,0,N,Y,592,N
CUST1262,Kavya Nair,kavya.nair1262@example.com,58,Male,Married,2,3,Advocate,Full-time,220467,Y,Bengaluru,3,N,N,644,N
CUST1263,Vikram Malhotra,vikram.malhotra1263@example.com,52,Female,Single,2,3,Architect,Full-time,89786,Y,Hyderabad,0,Y,N,527,N
CUST1264,Riya Nair,riya.nair1264@example.com,20,Male,Single,1,0,Civil Servant,Full-time,64757,Y,Indore,0,N,N,547,N
CUST1265,Nikhil Sharma,nikhil.sharma1265@example.com,36,Male,Married,3,0,Teacher,Part-time,114212,N,Hyderabad,1,N,N,522,N
CUST1266,Rahul Patel,rahul.patel1266@example.com,49,Female,Single,0,3,Engineer,Part-time,134203,Y,Indore,0,Y,N,693,N
CUST1267,Kavya Mehta,kavya.mehta1267@example.com,47,Male,Married,3,3,Architect,Full-time,141653,N,Hyderabad,0,Y,N,616,N
CUST1268,Kavya Sinha,kavya.sinha1268@example.com,23,Female,Single,0,4,IT Professional,Part-time,35701,N,Kolkata,0,Y,N,464,N
CUST1269,Suresh Reddy,suresh.reddy1269@example.com,43,Female,Married,0,4,Engineer,Full-time,27027,N,Bhopal,3,Y,Y,685,Y
CUST1270,Nikhil Kulkarni,nikhil.kulkarni1270@example.com,33,Female,Married,0,4,Homemaker,Part-time,59305,Y,Bhopal,3,N,Y,648,N
CUST1271,Sneha Reddy,sneha.reddy1271@example.com,57,Female,Single,1,2,Engineer,Part-time,39027,Y,Ahmedabad,0,N,Y,477,Y
CUST1272,Neha Verma,neha.verma1272@example.com,38,Male,Married,0,4,Banker,Full-time,150982,N,Pune,0,Y,N,483,Y
CUST1273,Anjali Kapoor,anjali.kapoor1273@example.com,21,Male,Single,2,3,Doctor,Full-time,31118,N,Ahmedabad,0,N,N,517,Y
CUST1274,Karan Sharma,karan.sharma1274@example.com,42,Female,Married,2,0,IT Professional,Part-time,176121,N,Kolkata,0,N,Y,635,Y
CUST1275,Meera Iyer,meera.iyer1275@example.com,41,Female,Married,3,1,Homemaker,Full-time,107337,N,Hyderabad,0,N,N,604,N
CUST1276,Nikhil Gupta,nikhil.gupta1276@example.com,23,Female,Married,2,3,IT Professional,Full-time,31870,N,Chandigarh,3,N,N,534,N
CUST1277,Arjun Banerjee,arjun.banerjee1277@example.com,37,Male,Married,2,1,Teacher,Part-time,181971,N,Patna,3,N,Y,692,N
CUST1278,Vikram Reddy,vikram.reddy1278@example.com,53,Male,Married,2,4,Banker,Full-time,133304,N,Chandigarh,3,Y,N,591,Y
CUST1279,Neha Kapoor,neha.kapoor1279@example.com,24,Male,Married,0,4,Architect,Part-time,32424,N,Delhi,2,N,Y,488,N
CUST1280,Nikhil Joshi,nikhil.joshi1280@example.com,24,Male,Single,1,0,Engineer,Full-time,56007,N,Kolkata,0,N,N,608,N
CUST1281,Kavya Patel,kavya.patel1281@example.com,37,Male,Married,2,4,Architect,Full-time,176957,Y,Pune,3,N,N,589,N
CUST1282,Neha Gupta,neha.gupta1282@example.com,22,Male,Married,1,4,Homemaker,Full-time,51566,Y,Patna,0,N,N,472,Y
CUST1283,Karan Iyer,karan.iyer1283@example.com,55,Male,Single,1,4,Civil Servant,Part-time,235008,N,Pune,0,Y,Y,564,Y
CUST1284,Nikhil Joshi,nikhil.joshi1284@example.com,57,Male,Single,1,3,Civil Servant,Full-time,44308,N,Chennai,0,N,N,470,N
CUST1285,Sneha Malhotra,sneha.malhotra1285@example.com,45,Female,Single,2,2,Banker,Full-time,92425,Y,Bengaluru,0,N,N,593,N
CUST1286,Meera Banerjee,meera.banerjee1286@example.com,19,Female,Single,1,4,Civil Servant,Full-time,66470,N,Ahmedabad,0,N,Y,584,N
CUST1287,Riya Patel,riya.patel1287@example.com,33,Male,Single,0,4,Pharmacist,Full-time,104795,N,Kochi,0,Y,Y,543,N
CUST1288,Kavya Sinha,kavya.sinha1288@example.com,36,Female,Single,2,3,Teacher,Full-time,129332,N,Patna,0,N,N,540,N
CUST1289,Rahul Kapoor,rahul.kapoor1289@example.com,44,Male,Single,3,4,Doctor,Full-time,160865,Y,Kolkata,0,N,Y,523,Y
CUST1290,Sneha Joshi,sneha.joshi1290@example.com,53,Female,Married,0,4,Teacher,Full-time,176227,N,Bengaluru,0,N,Y,591,Y
CUST1291,Meera Kulkarni,meera.kulkarni1291@example.com,44,Male,Single,1,2,IT Professional,Part-time,132403,Y,Hyderabad,0,Y,N,477,N
CUST1292,Vikram Gupta,vikram.gupta1292@example.com,49,Male,Married,2,4,Pharmacist,Part-time,108968,N,Hyderabad,2,Y,N,524,Y
CUST1293,Meera Kulkarni,meera.kulkarni1293@example.com,45,Male,Married,3,4,IT Professional,Part-time,185792,Y,Pune,1,N,N,576,Y
CUST1294,Neha Gupta,neha.gupta1294@example.com,37,Male,Single,2,3,Advocate,Full-time,152164,N,Patna,0,Y,Y,494,Y
CUST1295,Suresh Malhotra,suresh.malhotra1295@example.com,41,Male,Single,2,2,Doctor,Part-time,140026,Y,Jaipur,0,N,N,672,N
CUST1296,Priya Gupta,priya.gupta1296@example.com,20,Male,Single,2,0,Advocate,Part-time,43759,N,Chennai,0,N,N,585,N
CUST1297,Sneha Mehta,sneha.mehta1297@example.com,50,Female,Single,1,2,Homemaker,Full-time,59884,Y,Indore,0,N,N,462,N
CUST1298,Sneha Verma,sneha.verma1298@example.com,43,Female,Married,2,3,Architect,Part-time,211751,N,Jaipur,0,N,N,536,N
CUST1299,Vikram Kulkarni,vikram.kulkarni1299@example.com,48,Female,Married,0,0,Doctor,Full-time,248984,N,Chandigarh,2,Y,Y,661,N
CUST1300,Sneha Banerjee,sneha.banerjee1300@example.com,29,Female,Married,3,0,Advocate,Full-time,92102,Y,Patna,0,Y,N,553,Y
CUST1301,Pooja Malhotra,pooja.malhotra1301@example.com,20,Male,Single,1,4,Doctor,Part-time,47451,Y,Mumbai,0,N,Y,583,Y
CUST1302,Priya Joshi,priya.joshi1302@example.com,37,Male,Single,2,2,Engineer,Part-time,186958,Y,Lucknow,0,N,Y,530,Y
CUST1303,Suresh Kulkarni,suresh.kulkarni1303@example.com,21,Male,Single,3,4,Civil Servant,Full-time,48076,Y,Indore,0,N,N,556,N
CUST1304,Sneha Nair,sneha.nair1304@example.com,51,Female,Single,1,1,Architect,Part-time,98838,N,Chandigarh,0,N,Y,633,N
CUST1305,Amit Kulkarni,amit.kulkarni1305@example.com,52,Female,Single,1,2,Architect,Part-time,230888,Y,Chennai,0,Y,Y,468,N
CUST1306,Neha Gupta,neha.gupta1306@example.com,53,Male,Married,0,1,Teacher,Full-time,118870,Y,Mumbai,3,N,Y,486,Y
CUST1307,Vikram Joshi,vikram.joshi1307@example.com,51,Male,Married,2,0,Civil Servant,Full-time,240105,Y,Kochi,1,N,Y,505,N
CUST1308,Meera Reddy,meera.reddy1308@example.com,36,Male,Single,1,2,Advocate,Part-time,172545,N,Bhopal,0,Y,Y,625,Y
CUST1309,Karan Joshi,karan.joshi1309@example.com,37,Female,Married,0,1,Teacher,Part-time,36590,N,Lucknow,0,N,N,513,N
